id_produto,id_categoria,id_marca,id_data,id_loja,id_faixa_preco,quantidade_vendida,preco_unitario,desconto_percentual,valor_bruto,valor_desconto,valor_liquido,status_estoque
1,1,1,20190705,2,3,6,59.9,20,359.4,71.88,287.52,Em estoque
1,1,1,20190804,4,3,13,59.9,0,778.7,0.0,778.7,Em estoque
1,1,1,20190901,3,3,11,59.9,15,658.9,98.83,560.06,Em estoque
1,1,1,20191003,4,3,25,59.9,5,1497.5,74.88,1422.62,Em estoque
1,1,1,20191030,3,3,9,59.9,0,539.1,0.0,539.1,Em estoque
1,1,1,20191202,3,3,28,59.9,10,1677.2,167.72,1509.48,Em estoque
1,1,1,20200102,4,3,16,59.9,0,958.4,0.0,958.4,Em estoque
1,1,1,20200129,4,3,7,59.9,20,419.3,83.86,335.44,Em estoque
1,1,1,20200223,1,3,9,59.9,15,539.1,80.86,458.24,Em estoque
1,1,1,20200321,4,3,24,59.9,0,1437.6,0.0,1437.6,Em estoque
1,1,1,20200421,4,3,24,59.9,5,1437.6,71.88,1365.72,Em estoque
1,1,1,20200524,3,3,22,59.9,20,1317.8,263.56,1054.24,Em estoque
1,1,1,20200618,1,3,26,59.9,10,1557.4,155.74,1401.66,Em estoque
1,1,1,20200717,3,3,8,59.9,0,479.2,0.0,479.2,Em estoque
1,1,1,20200817,2,3,19,59.9,0,1138.1,0.0,1138.1,Em estoque
1,1,1,20200915,2,3,21,59.9,0,1257.9,0.0,1257.9,Em estoque
1,1,1,20201020,3,3,25,59.9,10,1497.5,149.75,1347.75,Em estoque
1,1,1,20201123,2,3,9,59.9,0,539.1,0.0,539.1,Em estoque
1,1,1,20201220,1,3,24,59.9,0,1437.6,0.0,1437.6,Em estoque
1,1,1,20210121,1,3,8,59.9,0,479.2,0.0,479.2,Em estoque
1,1,1,20210219,2,3,6,59.9,0,359.4,0.0,359.4,Em estoque
1,1,1,20210325,1,3,7,59.9,15,419.3,62.89,356.41,Em estoque
1,1,1,20210426,1,3,29,59.9,10,1737.1,173.71,1563.39,Em estoque
1,1,1,20210523,2,3,26,59.9,5,1557.4,77.87,1479.53,Em estoque
1,1,1,20210625,2,3,13,59.9,10,778.7,77.87,700.83,Em estoque
1,1,1,20210729,4,3,11,59.9,10,658.9,65.89,593.01,Em estoque
1,1,1,20210826,3,3,17,59.9,15,1018.3,152.74,865.55,Em estoque
1,1,1,20210930,3,3,19,59.9,10,1138.1,113.81,1024.29,Em estoque
1,1,1,20211101,1,3,12,59.9,0,718.8,0.0,718.8,Em estoque
1,1,1,20211127,3,3,5,59.9,10,299.5,29.95,269.55,Em estoque
1,1,1,20211230,2,3,23,59.9,0,1377.7,0.0,1377.7,Em estoque
1,1,1,20220124,1,3,27,59.9,15,1617.3,242.59,1374.7,Em estoque
1,1,1,20220218,2,3,7,59.9,0,419.3,0.0,419.3,Em estoque
1,1,1,20220320,1,3,21,59.9,0,1257.9,0.0,1257.9,Em estoque
1,1,1,20220418,4,3,11,59.9,10,658.9,65.89,593.01,Em estoque
1,1,1,20220515,4,3,12,59.9,20,718.8,143.76,575.04,Em estoque
1,1,1,20220616,4,3,11,59.9,0,658.9,0.0,658.9,Em estoque
1,1,1,20220712,4,3,16,59.9,5,958.4,47.92,910.48,Em estoque
1,1,1,20220812,4,3,28,59.9,0,1677.2,0.0,1677.2,Em estoque
1,1,1,20220916,1,3,6,59.9,5,359.4,17.97,341.43,Em estoque
1,1,1,20221016,1,3,12,59.9,0,718.8,0.0,718.8,Em estoque
1,1,1,20221113,4,3,9,59.9,5,539.1,26.96,512.14,Em estoque
1,1,1,20221210,3,3,19,59.9,0,1138.1,0.0,1138.1,Em estoque
1,1,1,20230105,4,3,30,59.9,20,1797.0,359.4,1437.6,Em estoque
1,1,1,20230207,1,3,6,59.9,15,359.4,53.91,305.49,Em estoque
1,1,1,20230312,1,3,7,59.9,20,419.3,83.86,335.44,Em estoque
1,1,1,20230409,2,3,18,59.9,5,1078.2,53.91,1024.29,Em estoque
1,1,1,20230511,2,3,17,59.9,0,1018.3,0.0,1018.3,Em estoque
1,1,1,20230607,4,3,5,59.9,5,299.5,14.98,284.52,Em estoque
1,1,1,20230706,4,3,14,59.9,5,838.6,41.93,796.67,Em estoque
1,1,1,20230808,4,3,9,59.9,0,539.1,0.0,539.1,Em estoque
1,1,1,20230906,2,3,6,59.9,10,359.4,35.94,323.46,Em estoque
1,1,1,20231009,1,3,28,59.9,0,1677.2,0.0,1677.2,Em estoque
1,1,1,20231103,1,3,23,59.9,5,1377.7,68.89,1308.82,Em estoque
1,1,1,20231206,2,3,6,59.9,10,359.4,35.94,323.46,Em estoque
1,1,1,20240101,2,3,7,59.9,10,419.3,41.93,377.37,Em estoque
1,1,1,20240127,2,3,17,59.9,0,1018.3,0.0,1018.3,Em estoque
1,1,1,20240301,2,3,23,59.9,10,1377.7,137.77,1239.93,Em estoque
1,1,1,20240326,1,3,18,59.9,15,1078.2,161.73,916.47,Em estoque
1,1,1,20240429,3,3,13,59.9,0,778.7,0.0,778.7,Em estoque
1,1,1,20240603,3,3,12,59.9,0,718.8,0.0,718.8,Em estoque
1,1,1,20240704,2,3,26,59.9,15,1557.4,233.61,1323.79,Em estoque
1,1,1,20240802,4,3,15,59.9,20,898.5,179.7,718.8,Em estoque
1,1,1,20240828,1,3,19,59.9,10,1138.1,113.81,1024.29,Em estoque
1,1,1,20241001,1,3,7,59.9,10,419.3,41.93,377.37,Em estoque
1,1,1,20241029,3,3,9,59.9,0,539.1,0.0,539.1,Em estoque
1,1,1,20241124,2,3,16,59.9,0,958.4,0.0,958.4,Em estoque
1,1,1,20241221,4,3,22,59.9,15,1317.8,197.67,1120.13,Em estoque
1,1,1,20250119,1,3,26,59.9,20,1557.4,311.48,1245.92,Em estoque
1,1,1,20250221,3,3,26,59.9,0,1557.4,0.0,1557.4,Em estoque
1,1,1,20250320,3,3,8,59.9,0,479.2,0.0,479.2,Em estoque
1,1,1,20250422,2,3,13,59.9,0,778.7,0.0,778.7,Em estoque
1,1,1,20250526,2,3,27,59.9,0,1617.3,0.0,1617.3,Em estoque
1,1,1,20250623,3,3,21,59.9,5,1257.9,62.89,1195.0,Em estoque
1,1,1,20250722,1,3,7,59.9,15,419.3,62.89,356.41,Em estoque
1,1,1,20250822,3,3,6,59.9,0,359.4,0.0,359.4,Em estoque
1,1,1,20250921,2,3,25,59.9,0,1497.5,0.0,1497.5,Em estoque
1,1,1,20251018,4,3,22,59.9,15,1317.8,197.67,1120.13,Em estoque
1,1,1,20251118,1,3,8,59.9,0,479.2,0.0,479.2,Em estoque
1,1,1,20251215,1,3,16,59.9,10,958.4,95.84,862.56,Em estoque
1,1,1,20260117,2,3,18,59.9,0,1078.2,0.0,1078.2,Em estoque
1,1,1,20260211,3,3,16,59.9,20,958.4,191.68,766.72,Em estoque
1,1,1,20260308,3,3,11,59.9,15,658.9,98.83,560.06,Em estoque
1,1,1,20260405,1,3,16,59.9,20,958.4,191.68,766.72,Em estoque
1,1,1,20260508,4,3,24,59.9,15,1437.6,215.64,1221.96,Em estoque
1,1,1,20260604,2,3,10,59.9,20,599.0,119.8,479.2,Em estoque
1,1,1,20260701,4,3,5,59.9,0,299.5,0.0,299.5,Em estoque
1,1,1,20260731,4,3,30,59.9,15,1797.0,269.55,1527.45,Em estoque
1,1,1,20260828,3,3,10,59.9,20,599.0,119.8,479.2,Em estoque
2,2,1,20160929,4,6,4,159.0,0,636.0,0.0,636.0,Em estoque
2,2,1,20161031,3,6,5,159.0,20,795.0,159.0,636.0,Em estoque
2,2,1,20161128,2,6,1,159.0,15,159.0,23.85,135.15,Em estoque
2,2,1,20161226,4,6,6,159.0,0,954.0,0.0,954.0,Em estoque
2,2,1,20170121,3,6,6,159.0,15,954.0,143.1,810.9,Em estoque
2,2,1,20170223,4,6,11,159.0,20,1749.0,349.8,1399.2,Em estoque
2,2,1,20170328,3,6,1,159.0,0,159.0,0.0,159.0,Em estoque
2,2,1,20170426,2,6,10,159.0,0,1590.0,0.0,1590.0,Em estoque
2,2,1,20170521,1,6,10,159.0,5,1590.0,79.5,1510.5,Em estoque
2,2,1,20170620,3,6,7,159.0,10,1113.0,111.3,1001.7,Em estoque
2,2,1,20170723,1,6,7,159.0,10,1113.0,111.3,1001.7,Em estoque
2,2,1,20170820,3,6,1,159.0,15,159.0,23.85,135.15,Em estoque
2,2,1,20170920,1,6,9,159.0,20,1431.0,286.2,1144.8,Em estoque
2,2,1,20171023,2,6,6,159.0,5,954.0,47.7,906.3,Em estoque
2,2,1,20171118,3,6,10,159.0,0,1590.0,0.0,1590.0,Em estoque
2,2,1,20171223,1,6,12,159.0,0,1908.0,0.0,1908.0,Em estoque
2,2,1,20180125,3,6,11,159.0,5,1749.0,87.45,1661.55,Em estoque
2,2,1,20180224,4,6,12,159.0,0,1908.0,0.0,1908.0,Em estoque
2,2,1,20180329,2,6,4,159.0,5,636.0,31.8,604.2,Em estoque
2,2,1,20180503,4,6,11,159.0,15,1749.0,262.35,1486.65,Em estoque
2,2,1,20180530,3,6,7,159.0,10,1113.0,111.3,1001.7,Em estoque
2,2,1,20180624,3,6,5,159.0,0,795.0,0.0,795.0,Em estoque
2,2,1,20180725,3,6,8,159.0,5,1272.0,63.6,1208.4,Em estoque
2,2,1,20180826,2,6,9,159.0,5,1431.0,71.55,1359.45,Em estoque
2,2,1,20180922,1,6,5,159.0,10,795.0,79.5,715.5,Em estoque
2,2,1,20181027,3,6,2,159.0,20,318.0,63.6,254.4,Em estoque
2,2,1,20181124,3,6,4,159.0,20,636.0,127.2,508.8,Em estoque
2,2,1,20181222,2,6,1,159.0,0,159.0,0.0,159.0,Em estoque
2,2,1,20190119,4,6,10,159.0,20,1590.0,318.0,1272.0,Em estoque
2,2,1,20190214,4,6,7,159.0,15,1113.0,166.95,946.05,Em estoque
2,2,1,20190320,2,6,12,159.0,15,1908.0,286.2,1621.8,Em estoque
2,2,1,20190420,4,6,7,159.0,0,1113.0,0.0,1113.0,Em estoque
2,2,1,20190517,1,6,15,159.0,20,2385.0,477.0,1908.0,Em estoque
2,2,1,20190612,4,6,4,159.0,0,636.0,0.0,636.0,Em estoque
2,2,1,20190715,4,6,1,159.0,10,159.0,15.9,143.1,Em estoque
2,2,1,20190812,1,6,8,159.0,0,1272.0,0.0,1272.0,Em estoque
2,2,1,20190913,3,6,13,159.0,5,2067.0,103.35,1963.65,Em estoque
2,2,1,20191017,4,6,14,159.0,10,2226.0,222.6,2003.4,Em estoque
2,2,1,20191118,2,6,12,159.0,20,1908.0,381.6,1526.4,Em estoque
2,2,1,20191220,4,6,5,159.0,20,795.0,159.0,636.0,Em estoque
2,2,1,20200117,3,6,13,159.0,20,2067.0,413.4,1653.6,Em estoque
2,2,1,20200219,4,6,11,159.0,0,1749.0,0.0,1749.0,Em estoque
2,2,1,20200319,4,6,2,159.0,15,318.0,47.7,270.3,Em estoque
2,2,1,20200417,2,6,5,159.0,0,795.0,0.0,795.0,Em estoque
2,2,1,20200517,1,6,3,159.0,0,477.0,0.0,477.0,Em estoque
2,2,1,20200614,4,6,12,159.0,0,1908.0,0.0,1908.0,Em estoque
2,2,1,20200712,1,6,7,159.0,5,1113.0,55.65,1057.35,Em estoque
2,2,1,20200811,4,6,7,159.0,0,1113.0,0.0,1113.0,Em estoque
2,2,1,20200908,4,6,7,159.0,20,1113.0,222.6,890.4,Em estoque
2,2,1,20201012,1,6,14,159.0,20,2226.0,445.2,1780.8,Em estoque
2,2,1,20201115,4,6,8,159.0,0,1272.0,0.0,1272.0,Em estoque
2,2,1,20201215,3,6,13,159.0,5,2067.0,103.35,1963.65,Em estoque
2,2,1,20210115,2,6,8,159.0,0,1272.0,0.0,1272.0,Em estoque
2,2,1,20210213,4,6,8,159.0,0,1272.0,0.0,1272.0,Em estoque
2,2,1,20210316,3,6,11,159.0,15,1749.0,262.35,1486.65,Em estoque
2,2,1,20210416,2,6,14,159.0,5,2226.0,111.3,2114.7,Em estoque
2,2,1,20210513,1,6,15,159.0,5,2385.0,119.25,2265.75,Em estoque
2,2,1,20210616,1,6,2,159.0,15,318.0,47.7,270.3,Em estoque
2,2,1,20210717,2,6,14,159.0,5,2226.0,111.3,2114.7,Em estoque
2,2,1,20210813,1,6,5,159.0,5,795.0,39.75,755.25,Em estoque
2,2,1,20210912,2,6,8,159.0,0,1272.0,0.0,1272.0,Em estoque
2,2,1,20211012,4,6,5,159.0,20,795.0,159.0,636.0,Em estoque
2,2,1,20211112,3,6,14,159.0,0,2226.0,0.0,2226.0,Em estoque
2,2,1,20211214,1,6,12,159.0,10,1908.0,190.8,1717.2,Em estoque
2,2,1,20220108,3,6,4,159.0,15,636.0,95.4,540.6,Em estoque
2,2,1,20220203,1,6,13,159.0,0,2067.0,0.0,2067.0,Em estoque
2,2,1,20220303,2,6,14,159.0,0,2226.0,0.0,2226.0,Em estoque
2,2,1,20220406,2,6,4,159.0,0,636.0,0.0,636.0,Em estoque
2,2,1,20220508,1,6,10,159.0,0,1590.0,0.0,1590.0,Em estoque
2,2,1,20220609,3,6,13,159.0,0,2067.0,0.0,2067.0,Em estoque
2,2,1,20220706,1,6,13,159.0,20,2067.0,413.4,1653.6,Em estoque
2,2,1,20220802,3,6,2,159.0,10,318.0,31.8,286.2,Em estoque
2,2,1,20220827,3,6,10,159.0,15,1590.0,238.5,1351.5,Em estoque
2,2,1,20220927,4,6,12,159.0,0,1908.0,0.0,1908.0,Em estoque
2,2,1,20221023,2,6,2,159.0,15,318.0,47.7,270.3,Em estoque
2,2,1,20221121,1,6,13,159.0,10,2067.0,206.7,1860.3,Em estoque
2,2,1,20221216,3,6,9,159.0,5,1431.0,71.55,1359.45,Em estoque
2,2,1,20230120,3,6,2,159.0,10,318.0,31.8,286.2,Em estoque
2,2,1,20230224,3,6,1,159.0,20,159.0,31.8,127.2,Em estoque
2,2,1,20230327,4,6,2,159.0,5,318.0,15.9,302.1,Em estoque
2,2,1,20230426,4,6,12,159.0,0,1908.0,0.0,1908.0,Em estoque
2,2,1,20230527,2,6,12,159.0,10,1908.0,190.8,1717.2,Em estoque
2,2,1,20230701,3,6,10,159.0,20,1590.0,318.0,1272.0,Em estoque
2,2,1,20230803,4,6,8,159.0,5,1272.0,63.6,1208.4,Em estoque
2,2,1,20230906,3,6,6,159.0,20,954.0,190.8,763.2,Em estoque
2,2,1,20231004,1,6,5,159.0,5,795.0,39.75,755.25,Em estoque
2,2,1,20231101,4,6,10,159.0,10,1590.0,159.0,1431.0,Em estoque
2,2,1,20231206,4,6,6,159.0,0,954.0,0.0,954.0,Em estoque
2,2,1,20240107,3,6,3,159.0,5,477.0,23.85,453.15,Em estoque
2,2,1,20240204,3,6,13,159.0,0,2067.0,0.0,2067.0,Em estoque
2,2,1,20240305,3,6,15,159.0,10,2385.0,238.5,2146.5,Em estoque
2,2,1,20240403,1,6,9,159.0,0,1431.0,0.0,1431.0,Em estoque
2,2,1,20240429,2,6,12,159.0,5,1908.0,95.4,1812.6,Em estoque
2,2,1,20240531,2,6,12,159.0,5,1908.0,95.4,1812.6,Em estoque
2,2,1,20240705,4,6,8,159.0,20,1272.0,254.4,1017.6,Em estoque
2,2,1,20240730,1,6,5,159.0,0,795.0,0.0,795.0,Em estoque
2,2,1,20240830,2,6,5,159.0,15,795.0,119.25,675.75,Em estoque
2,2,1,20241003,3,6,8,159.0,10,1272.0,127.2,1144.8,Em estoque
2,2,1,20241105,3,6,7,159.0,15,1113.0,166.95,946.05,Em estoque
2,2,1,20241208,3,6,6,159.0,15,954.0,143.1,810.9,Em estoque
2,2,1,20250109,3,6,5,159.0,0,795.0,0.0,795.0,Em estoque
2,2,1,20250206,1,6,12,159.0,0,1908.0,0.0,1908.0,Em estoque
2,2,1,20250308,1,6,12,159.0,10,1908.0,190.8,1717.2,Em estoque
2,2,1,20250404,2,6,4,159.0,15,636.0,95.4,540.6,Em estoque
2,2,1,20250506,3,6,12,159.0,10,1908.0,190.8,1717.2,Em estoque
2,2,1,20250608,3,6,2,159.0,20,318.0,63.6,254.4,Em estoque
2,2,1,20250706,3,6,4,159.0,0,636.0,0.0,636.0,Em estoque
2,2,1,20250802,3,6,1,159.0,15,159.0,23.85,135.15,Em estoque
2,2,1,20250904,2,6,5,159.0,0,795.0,0.0,795.0,Em estoque
2,2,1,20250929,3,6,12,159.0,0,1908.0,0.0,1908.0,Em estoque
2,2,1,20251103,4,6,2,159.0,20,318.0,63.6,254.4,Em estoque
2,2,1,20251128,3,6,8,159.0,5,1272.0,63.6,1208.4,Em estoque
2,2,1,20251230,3,6,3,159.0,0,477.0,0.0,477.0,Em estoque
2,2,1,20260128,4,6,2,159.0,20,318.0,63.6,254.4,Em estoque
2,2,1,20260223,4,6,8,159.0,0,1272.0,0.0,1272.0,Em estoque
2,2,1,20260329,1,6,3,159.0,0,477.0,0.0,477.0,Em estoque
2,2,1,20260502,3,6,2,159.0,0,318.0,0.0,318.0,Em estoque
2,2,1,20260528,4,6,10,159.0,10,1590.0,159.0,1431.0,Em estoque
2,2,1,20260701,2,6,13,159.0,10,2067.0,206.7,1860.3,Em estoque
2,2,1,20260801,4,6,15,159.0,5,2385.0,119.25,2265.75,Última peça
3,3,1,20170417,1,2,88,29.9,15,2631.2,394.68,2236.52,Em estoque
3,3,1,20170513,2,2,90,29.9,0,2691.0,0.0,2691.0,Em estoque
3,3,1,20170611,1,2,30,29.9,0,897.0,0.0,897.0,Em estoque
3,3,1,20170708,1,2,30,29.9,0,897.0,0.0,897.0,Em estoque
3,3,1,20170808,4,2,98,29.9,10,2930.2,293.02,2637.18,Em estoque
3,3,1,20170909,3,2,14,29.9,0,418.6,0.0,418.6,Em estoque
3,3,1,20171008,3,2,99,29.9,20,2960.1,592.02,2368.08,Em estoque
3,3,1,20171109,1,2,97,29.9,0,2900.3,0.0,2900.3,Em estoque
3,3,1,20171208,2,2,64,29.9,0,1913.6,0.0,1913.6,Em estoque
3,3,1,20180110,2,2,92,29.9,0,2750.8,0.0,2750.8,Em estoque
3,3,1,20180208,2,2,19,29.9,0,568.1,0.0,568.1,Em estoque
3,3,1,20180307,3,2,86,29.9,15,2571.4,385.71,2185.69,Em estoque
3,3,1,20180410,3,2,66,29.9,0,1973.4,0.0,1973.4,Em estoque
3,3,1,20180512,3,2,99,29.9,5,2960.1,148.0,2812.09,Em estoque
3,3,1,20180610,4,2,66,29.9,0,1973.4,0.0,1973.4,Em estoque
3,3,1,20180714,1,2,65,29.9,15,1943.5,291.52,1651.97,Em estoque
3,3,1,20180813,3,2,13,29.9,0,388.7,0.0,388.7,Em estoque
3,3,1,20180910,1,2,96,29.9,20,2870.4,574.08,2296.32,Em estoque
3,3,1,20181009,1,2,32,29.9,5,956.8,47.84,908.96,Em estoque
3,3,1,20181111,4,2,45,29.9,0,1345.5,0.0,1345.5,Em estoque
3,3,1,20181215,4,2,91,29.9,20,2720.9,544.18,2176.72,Em estoque
3,3,1,20190116,1,2,70,29.9,0,2093.0,0.0,2093.0,Em estoque
3,3,1,20190216,3,2,51,29.9,15,1524.9,228.73,1296.16,Em estoque
3,3,1,20190314,2,2,52,29.9,5,1554.8,77.74,1477.06,Em estoque
3,3,1,20190415,3,2,94,29.9,5,2810.6,140.53,2670.07,Em estoque
3,3,1,20190518,1,2,68,29.9,0,2033.2,0.0,2033.2,Em estoque
3,3,1,20190617,3,2,51,29.9,0,1524.9,0.0,1524.9,Em estoque
3,3,1,20190718,1,2,94,29.9,20,2810.6,562.12,2248.48,Em estoque
3,3,1,20190820,4,2,62,29.9,0,1853.8,0.0,1853.8,Em estoque
3,3,1,20190917,3,2,89,29.9,20,2661.1,532.22,2128.88,Em estoque
3,3,1,20191019,4,2,16,29.9,0,478.4,0.0,478.4,Em estoque
3,3,1,20191117,2,2,46,29.9,5,1375.4,68.77,1306.63,Em estoque
3,3,1,20191219,1,2,13,29.9,15,388.7,58.3,330.39,Em estoque
3,3,1,20200122,2,2,100,29.9,0,2990.0,0.0,2990.0,Em estoque
3,3,1,20200220,1,2,80,29.9,5,2392.0,119.6,2272.4,Em estoque
3,3,1,20200317,2,2,24,29.9,5,717.6,35.88,681.72,Em estoque
3,3,1,20200412,2,2,73,29.9,15,2182.7,327.4,1855.29,Em estoque
3,3,1,20200511,3,2,63,29.9,20,1883.7,376.74,1506.96,Em estoque
3,3,1,20200612,4,2,41,29.9,5,1225.9,61.29,1164.6,Em estoque
3,3,1,20200715,2,2,59,29.9,0,1764.1,0.0,1764.1,Em estoque
3,3,1,20200818,2,2,18,29.9,0,538.2,0.0,538.2,Em estoque
3,3,1,20200918,3,2,74,29.9,0,2212.6,0.0,2212.6,Em estoque
3,3,1,20201013,3,2,48,29.9,20,1435.2,287.04,1148.16,Em estoque
3,3,1,20201116,4,2,29,29.9,5,867.1,43.35,823.74,Em estoque
3,3,1,20201219,4,2,54,29.9,0,1614.6,0.0,1614.6,Em estoque
3,3,1,20210121,4,2,68,29.9,0,2033.2,0.0,2033.2,Em estoque
3,3,1,20210218,2,2,83,29.9,5,2481.7,124.08,2357.61,Em estoque
3,3,1,20210318,4,2,15,29.9,0,448.5,0.0,448.5,Em estoque
3,3,1,20210419,4,2,59,29.9,15,1764.1,264.61,1499.48,Em estoque
3,3,1,20210524,2,2,73,29.9,0,2182.7,0.0,2182.7,Em estoque
3,3,1,20210620,3,2,22,29.9,20,657.8,131.56,526.24,Em estoque
3,3,1,20210722,1,2,77,29.9,5,2302.3,115.11,2187.18,Em estoque
3,3,1,20210816,2,2,62,29.9,20,1853.8,370.76,1483.04,Em estoque
3,3,1,20210920,2,2,19,29.9,5,568.1,28.41,539.7,Em estoque
3,3,1,20211019,3,2,89,29.9,15,2661.1,399.16,2261.93,Em estoque
3,3,1,20211119,1,2,52,29.9,20,1554.8,310.96,1243.84,Em estoque
3,3,1,20211224,4,2,50,29.9,15,1495.0,224.25,1270.75,Em estoque
3,3,1,20220125,1,2,89,29.9,0,2661.1,0.0,2661.1,Em estoque
3,3,1,20220222,3,2,39,29.9,15,1166.1,174.91,991.18,Em estoque
3,3,1,20220320,4,2,22,29.9,20,657.8,131.56,526.24,Em estoque
3,3,1,20220424,1,2,66,29.9,0,1973.4,0.0,1973.4,Em estoque
3,3,1,20220523,1,2,15,29.9,0,448.5,0.0,448.5,Em estoque
3,3,1,20220617,3,2,55,29.9,0,1644.5,0.0,1644.5,Em estoque
3,3,1,20220718,2,2,41,29.9,10,1225.9,122.59,1103.31,Em estoque
3,3,1,20220818,2,2,31,29.9,0,926.9,0.0,926.9,Em estoque
3,3,1,20220913,4,2,89,29.9,15,2661.1,399.16,2261.93,Em estoque
3,3,1,20221011,4,2,84,29.9,0,2511.6,0.0,2511.6,Em estoque
3,3,1,20221108,4,2,91,29.9,0,2720.9,0.0,2720.9,Em estoque
3,3,1,20221210,3,2,95,29.9,0,2840.5,0.0,2840.5,Em estoque
3,3,1,20230111,3,2,96,29.9,10,2870.4,287.04,2583.36,Em estoque
3,3,1,20230207,1,2,66,29.9,0,1973.4,0.0,1973.4,Em estoque
3,3,1,20230313,3,2,91,29.9,5,2720.9,136.05,2584.86,Em estoque
3,3,1,20230411,4,2,48,29.9,0,1435.2,0.0,1435.2,Em estoque
3,3,1,20230512,4,2,23,29.9,0,687.7,0.0,687.7,Em estoque
3,3,1,20230612,3,2,83,29.9,0,2481.7,0.0,2481.7,Em estoque
3,3,1,20230711,1,2,94,29.9,5,2810.6,140.53,2670.07,Em estoque
3,3,1,20230809,1,2,82,29.9,20,2451.8,490.36,1961.44,Em estoque
3,3,1,20230913,1,2,87,29.9,15,2601.3,390.19,2211.1,Em estoque
3,3,1,20231015,3,2,39,29.9,10,1166.1,116.61,1049.49,Em estoque
3,3,1,20231114,2,2,91,29.9,0,2720.9,0.0,2720.9,Em estoque
3,3,1,20231218,3,2,96,29.9,20,2870.4,574.08,2296.32,Em estoque
3,3,1,20240122,2,2,90,29.9,0,2691.0,0.0,2691.0,Em estoque
3,3,1,20240226,1,2,49,29.9,20,1465.1,293.02,1172.08,Em estoque
3,3,1,20240329,1,2,84,29.9,0,2511.6,0.0,2511.6,Em estoque
3,3,1,20240425,1,2,47,29.9,0,1405.3,0.0,1405.3,Em estoque
3,3,1,20240526,2,2,35,29.9,0,1046.5,0.0,1046.5,Em estoque
3,3,1,20240628,3,2,77,29.9,10,2302.3,230.23,2072.07,Em estoque
3,3,1,20240727,2,2,42,29.9,20,1255.8,251.16,1004.64,Em estoque
3,3,1,20240828,3,2,53,29.9,20,1584.7,316.94,1267.76,Em estoque
3,3,1,20240923,4,2,19,29.9,0,568.1,0.0,568.1,Em estoque
3,3,1,20241021,4,2,81,29.9,0,2421.9,0.0,2421.9,Em estoque
3,3,1,20241116,4,2,11,29.9,0,328.9,0.0,328.9,Em estoque
3,3,1,20241219,1,2,68,29.9,0,2033.2,0.0,2033.2,Em estoque
3,3,1,20250123,3,2,84,29.9,5,2511.6,125.58,2386.02,Em estoque
3,3,1,20250227,3,2,23,29.9,15,687.7,103.15,584.54,Em estoque
3,3,1,20250327,4,2,13,29.9,10,388.7,38.87,349.83,Em estoque
3,3,1,20250429,3,2,88,29.9,0,2631.2,0.0,2631.2,Em estoque
3,3,1,20250603,1,2,91,29.9,20,2720.9,544.18,2176.72,Em estoque
3,3,1,20250705,3,2,93,29.9,5,2780.7,139.03,2641.66,Em estoque
3,3,1,20250731,2,2,15,29.9,0,448.5,0.0,448.5,Em estoque
3,3,1,20250829,4,2,24,29.9,0,717.6,0.0,717.6,Em estoque
3,3,1,20250926,2,2,59,29.9,5,1764.1,88.2,1675.89,Em estoque
